review_text,rating,date,bank_name,source,sentiment
"The app keeps crashign again and again, i didn't even get to sign in. Worst update!!",1,2024-05-03,Bank of Abyssinia,Google Play,negative
"Developers/ the company takes too long to update the app, and throughout that process, the app is basically useless. We can't send money or even be able to check our account. They even take it down from the Play Store for a while. This whole process usually takes them 3 to 5 days. This is very disappointing. It is an improvement from the previous version of the app, but they still have a long way to go to compete with the likes of CBE. Transferring to other banks sometimes doesn't work.",2,2024-05-03,Bank of Abyssinia,Google Play,negative
Yleiall,1,2024-05-03,Bank of Abyssinia,Google Play,positive
"Was working ok.but it started not displaying banks list to choose from, and it needs updating every couple of days, annoying",3,2024-05-03,Bank of Abyssinia,Google Play,negative
"Dear BOA, Are you sure you are upgrading your application. It is becoming worse and worse. Please fix the bug as quickly as possible.",1,2024-05-03,Bank of Abyssinia,Google Play,negative
Nice one thanks abisiniya,5,2024-05-03,Bank of Abyssinia,Google Play,positive
it doesnt work it crashes,1,2024-05-03,Bank of Abyssinia,Google Play,negative
It keeps clashing down What a crass stupid app is this... You forced me to update after I transferred money and now I can't open it,1,2024-05-03,Bank of Abyssinia,Google Play,negative
Sorie,1,2024-05-03,Bank of Abyssinia,Google Play,positive
Slow,1,2024-05-03,Bank of Abyssinia,Google Play,negative
Plays,5,2024-05-02,Bank of Abyssinia,Google Play,positive
Crash... glitch... crash... blame connection... crash... crash again. Please fix it,1,2024-05-02,Bank of Abyssinia,Google Play,negative
So unreliable i had to send money asap but this app either laggs or doesn't work such a lazy work look at how efficient tele birr is and its not even a bank,1,2024-05-02,Bank of Abyssinia,Google Play,negative
Great app than others,5,2024-05-02,Bank of Abyssinia,Google Play,positive
OMG this is like the worst mobile banking app ever. I have many different mobile banking app from different banks but this is the worst so far. It says it has connection issue when I have wifi or data connection and while I'm using other social media apps. It keeps asking me for update once like every week and takes forever to load like I have to wait at least 10 minutes to login and another 10 min to see my balance.,1,2024-05-02,Bank of Abyssinia,Google Play,negative
👎,1,2024-05-02,Bank of Abyssinia,Google Play,negative
I think I remember it worked once upon time...,2,2024-05-02,Bank of Abyssinia,Google Play,positive
This app is going to the worest boa app ever😡 It crushes every time login.,1,2024-05-02,Bank of Abyssinia,Google Play,negative
"The app never worked properly, specially on android 14, do better",1,2024-05-02,Bank of Abyssinia,Google Play,negative
Fix the bug.,1,2024-05-02,Bank of Abyssinia,Google Play,negative
all the time updated but im not satisfy by boa mobile bancking 😡😡😡,1,2024-05-02,Bank of Abyssinia,Google Play,negative
It always crashes,1,2024-05-02,Bank of Abyssinia,Google Play,negative
Worst app ever. Barely works,1,2024-05-02,Bank of Abyssinia,Google Play,negative
It keep making me out and crash when i open the app and not working properly,1,2024-05-02,Bank of Abyssinia,Google Play,negative
"After last update, the app keeps crashing, not working. Pls fix it. Mobile transactions become impossible.",1,2024-05-02,Bank of Abyssinia,Google Play,negative
Very bad app,2,2024-05-02,Bank of Abyssinia,Google Play,negative
"I don't know why every time you come up with a new update the app get worst than the oldest, it is taking more time to load, can load money to telebirr, can't pay awach. Please try to fix it.",1,2024-05-02,Bank of Abyssinia,Google Play,negative
The worest mobile banking app,1,2024-05-02,Bank of Abyssinia,Google Play,negative
It was working good before the last update but after the update it asks to disable developer option. why is that? That means any developer with developer option enabled can't access his account. It crushs a lot of times.,2,2024-05-01,Bank of Abyssinia,Google Play,negative
Ayseram mnm,1,2024-05-01,Bank of Abyssinia,Google Play,negative
"From Ethiopian Internet banking Abbisiniya Internet banking application is the most worst boring and slower app, please fix that",1,2024-05-01,Bank of Abyssinia,Google Play,negative
Well,5,2024-05-01,Bank of Abyssinia,Google Play,positive
good App and user friendly.,4,2024-05-01,Bank of Abyssinia,Google Play,positive
Every time needs update & after that it's not working it's too boring,1,2024-05-01,Bank of Abyssinia,Google Play,positive
Mnm beka ayeseram hule endaschegeregn,1,2024-05-01,Bank of Abyssinia,Google Play,negative
What mean disable developer option?,5,2024-05-01,Bank of Abyssinia,Google Play,negative
"Slow login, crashes frequently, annoying app ever. Since you updated this app, it's been extremely unhelpful.",1,2024-05-01,Bank of Abyssinia,Google Play,negative
"why do we need to turn off ""developer options"" in order to use your app, on the new update??? Are we suppose to not use our device for other purposes just so we can use your app? It is not security it is BS. (fix that and I will update my rating)",1,2024-05-01,Bank of Abyssinia,Google Play,negative
Annoying it doesn't work totally,1,2024-05-01,Bank of Abyssinia,Google Play,negative
The Worst application ever,1,2024-05-01,Bank of Abyssinia,Google Play,negative
The best beautiful app,5,2024-05-01,Bank of Abyssinia,Google Play,positive
Keeps crashing everytime what a disaster,1,2024-05-01,Bank of Abyssinia,Google Play,negative
It doesn't work anymore,1,2024-05-01,Bank of Abyssinia,Google Play,negative
"The app is terrible, nothing functions properly. Especially since the latest update, it crashes all the time.",1,2024-05-01,Bank of Abyssinia,Google Play,negative
"It's good app but the system is not same as CBE bankin mobile When i compare To these apps BOA and CBE, CBE is the best up",1,2024-05-01,Bank of Abyssinia,Google Play,positive
Please focus on the functionality of the app instead of spending money on the advertisements.,1,2024-05-01,Bank of Abyssinia,Google Play,positive
Frequently crashing fix it please,1,2024-05-01,Bank of Abyssinia,Google Play,positive
95% of the time it crashes,1,2024-05-01,Bank of Abyssinia,Google Play,negative
The worst update ever You don't deserve one star;,1,2024-05-01,Bank of Abyssinia,Google Play,negative
No feature works correctly. Its always buffering and needs probably high data. So its useless 😏😏😏,2,2024-04-30,Bank of Abyssinia,Google Play,negative
"This app is trash, it's not working for the past 3-4 days. I've to go to the bank to send money to other banks. Plus the app keeps crashing since the last update. BOA as a bank is deteriorating! This has to change.",1,2024-04-30,Bank of Abyssinia,Google Play,negative
App needs a lot of work. It continuously crashes and shuts down.,1,2024-04-30,Bank of Abyssinia,Google Play,negative
Not comfortable with this version. Its hard to down it load Developer option is not allowed to use it as usual.,5,2024-04-30,Bank of Abyssinia,Google Play,negative
This app is so annoying as the previous version.,3,2024-04-30,Bank of Abyssinia,Google Play,negative
Need many improvements,2,2024-04-30,Bank of Abyssinia,Google Play,negative
Great always great!!!,5,2024-04-30,Bank of Abyssinia,Google Play,positive
Pic new,5,2024-04-30,Bank of Abyssinia,Google Play,positive
አፑ ቆንጆ ነበር አማርኛ ቋንቋ ቢካተት ሌላው በአሁን ሰዓት ይኼን ስፅፍ እያስቸገረኝ ነው ሲስተሙ,5,2024-04-30,Bank of Abyssinia,Google Play,negative
"Such a junk application, its not working at all. Waste of time",1,2024-04-30,Bank of Abyssinia,Google Play,negative
Hello is this new update cuz it keeps kicking me out!!!!! can't make a transaction fr!,3,2024-04-30,Bank of Abyssinia,Google Play,negative
"you guys keep on releasing unstable app, now it won't login",2,2024-04-30,Bank of Abyssinia,Google Play,negative
Doeisn't work,5,2024-04-30,Bank of Abyssinia,Google Play,negative
"I never ever seen the worst commercial app like this in my life , it does not work anything , i donot know how the IT Team of the bank tested and launch the app. Its annoying !",1,2024-04-30,Bank of Abyssinia,Google Play,negative
The best bank with the worst application and ussd service.,1,2024-04-30,Bank of Abyssinia,Google Play,negative
The old version is best. This one is so lagging and it's not fast to quick transfer,1,2024-04-30,Bank of Abyssinia,Google Play,negative
The latest update has a bug it keeps crashing. Please fix it it's so inconvenient to do our business this way. That or we will switch to other banks,3,2024-04-30,Bank of Abyssinia,Google Play,negative
Amaizing Bank in Etthiopia,5,2024-04-30,Bank of Abyssinia,Google Play,positive
Good banking app,4,2024-04-29,Bank of Abyssinia,Google Play,positive
It doesn't function properly!! You don't even deserve one star.. please stop playing your dirty game on your customer...,1,2024-04-29,Bank of Abyssinia,Google Play,negative
That's a fantastic app! L,2,2024-04-29,Bank of Abyssinia,Google Play,positive
The best bank,5,2024-04-29,Bank of Abyssinia,Google Play,positive
"This app has been found useless while I compared with the first version of IB12111...that was very good, you guys what is the matter with you. You are far from the technology and the competetor's digital product through convenience, reliable, easeness _-dashen, cbe, zemen... they are doing well! share their experience and be able to satisfy your esteemed customers including me. unless you will be down soon!",1,2024-04-29,Bank of Abyssinia,Google Play,negative
"This new update really sucks.. Can't even get the chance to put my pin, bugs and everything,please fix it developer",1,2024-04-29,Bank of Abyssinia,Google Play,negative
I have never seen the worst mobile app like this,5,2024-04-29,Bank of Abyssinia,Google Play,negative
Very very good app,5,2024-04-29,Bank of Abyssinia,Google Play,positive
it keeps crashing,1,2024-04-29,Bank of Abyssinia,Google Play,negative
Excited,5,2024-04-29,Bank of Abyssinia,Google Play,positive
This app isn't working well on Tecno phone 📱. what is the error??,1,2024-04-29,Bank of Abyssinia,Google Play,negative
👑👑,5,2024-04-29,Bank of Abyssinia,Google Play,negative
Bad app,1,2024-04-29,Bank of Abyssinia,Google Play,negative
To payment,1,2024-04-29,Bank of Abyssinia,Google Play,positive
"With every update the app keeps on getting worse,it is filled with bugs",1,2024-04-29,Bank of Abyssinia,Google Play,negative
Not working properly why?????????,1,2024-04-29,Bank of Abyssinia,Google Play,negative
The update app is the worest one when i compare with past.,1,2024-04-28,Bank of Abyssinia,Google Play,negative
"It's nice, the stack thing needs update thou",5,2024-04-28,Bank of Abyssinia,Google Play,positive
This application is relatively good even if some times interpreted.But apolo is difficult application please improve it.,5,2024-04-28,Bank of Abyssinia,Google Play,positive
The app is not properly working.,3,2024-04-28,Bank of Abyssinia,Google Play,negative
It is always crushing it loged me out all the time,1,2024-04-28,Bank of Abyssinia,Google Play,negative
I love boa but the mobile app isn't as good as the older version when the app gets update it gets worse and worse it doesn't even work..fix the issue with that,2,2024-04-28,Bank of Abyssinia,Google Play,negative
"Why Why Why???? it is difficult to make transactions, it takes alot of time to make payments, i thought the update will make it work, but it got worse. please fix it",1,2024-04-28,Bank of Abyssinia,Google Play,negative
"the worst app I have ever used, I could've given 5 star if it worked properly even just for logging in and check my accounts. seemed that's impossible",1,2024-04-28,Bank of Abyssinia,Google Play,negative
sometime it is not working wel,4,2024-04-27,Bank of Abyssinia,Google Play,negative
Very helpfull app,5,2024-04-27,Bank of Abyssinia,Google Play,positive
Best 100%,5,2024-04-27,Bank of Abyssinia,Google Play,positive
"Very slow response , try to some updates in the application",1,2024-04-27,Bank of Abyssinia,Google Play,negative
"useless app. bank to bank transactions do not work at all, wallet topups like telebirr take hours to reach. what a shame from a bank this big.",1,2024-04-26,Bank of Abyssinia,Google Play,negative
Really work very good app l like you BoA,5,2024-04-26,Bank of Abyssinia,Google Play,positive
ያምራል,5,2024-04-25,Bank of Abyssinia,Google Play,negative
Very old app is disgusting,1,2024-04-25,Bank of Abyssinia,Google Play,negative
The worst App I have ever seen.,1,2024-04-25,Bank of Abyssinia,Google Play,negative
"I tried it with different phones, it only worked for about a week and then it stopped working. It needs some serious work.",1,2024-04-25,Bank of Abyssinia,Google Play,negative
The onky defect is that it is too slow,3,2024-04-25,Bank of Abyssinia,Google Play,negative
Sorry to say it is very poor apps I have decided to suspend the BoA account,1,2024-04-25,Bank of Abyssinia,Google Play,negative
Boa is the best app but Please Clear Instant or Not instant option of send money be for Asked !!!,5,2024-04-24,Bank of Abyssinia,Google Play,negative
"Installed the latest version of this app on my Android 14 device, but it is not working. I have already received the activation key from your branch (via SMS), but couldn't activate it. It is a failed app. I bet you don't have QA testers.",1,2024-04-24,Bank of Abyssinia,Google Play,negative
"This is not functional at all, it takes forever to make a transaction,please improve it.",1,2024-04-24,Bank of Abyssinia,Google Play,negative
Nic app,5,2024-04-24,Bank of Abyssinia,Google Play,positive
I can't update the enable button not open.,1,2024-04-24,Bank of Abyssinia,Google Play,negative
The best,5,2024-04-24,Bank of Abyssinia,Google Play,positive
The Bank I always love 😘 and work with them is priceless,5,2024-04-24,Bank of Abyssinia,Google Play,positive
It's the best,5,2024-04-24,Bank of Abyssinia,Google Play,positive
"BOA app was one of my favourite back in the days, now I don't if there is an app worsen that this.. very very bad. You need to fix it or remove it.",1,2024-04-24,Bank of Abyssinia,Google Play,negative
This app is very wonderful,5,2024-04-24,Bank of Abyssinia,Google Play,positive
It is not working at all.,1,2024-04-24,Bank of Abyssinia,Google Play,negative
To slow,1,2024-04-23,Bank of Abyssinia,Google Play,negative
🙏,5,2024-04-23,Bank of Abyssinia,Google Play,negative
"I've never seen a very worst mobile banking system like this, i lost 37000 birr because of your delay transaction system, i called 8397 and they told me stay for confirmation but, after i changed my mind and waiting for confirmation call to cancel the process they sent it with out my approval, so please don't use the mobile banking system please",1,2024-04-23,Bank of Abyssinia,Google Play,negative
6r---“q##👺,2,2024-04-23,Bank of Abyssinia,Google Play,negative
In Ethiopia pest Bank,5,2024-04-23,Bank of Abyssinia,Google Play,negative
It is not working,1,2024-04-23,Bank of Abyssinia,Google Play,negative
እጅግ በጣም ጥሩ ነው ።,5,2024-04-23,Bank of Abyssinia,Google Play,negative
Only problem is often it has connectivity issues.,5,2024-04-23,Bank of Abyssinia,Google Play,negative
Not bad but please make it lite pls,1,2024-04-23,Bank of Abyssinia,Google Play,positive
Usfull,5,2024-04-23,Bank of Abyssinia,Google Play,positive
Good bank,5,2024-04-22,Bank of Abyssinia,Google Play,positive
"It says ""Something is wrong with your internet banking user, go to your nearest branch"" It hasn't been working since April 13.",1,2024-04-22,Bank of Abyssinia,Google Play,negative
በጣም ምርጥ አኘ ነው ቶሎ ይበላሻል,3,2024-04-22,Bank of Abyssinia,Google Play,negative
I like this bank by his activity and respect castemers i look like my house,5,2024-04-22,Bank of Abyssinia,Google Play,positive
አርፍ ነው,5,2024-04-22,Bank of Abyssinia,Google Play,negative
Bank Of Abyssina,5,2024-04-22,Bank of Abyssinia,Google Play,negative
very fast also nice app i love it,5,2024-04-22,Bank of Abyssinia,Google Play,positive
በጣም አስቸጋሪ እና አዳጋች የሆነ አሠራር ነው የሚጠቀመው ግብይት መፈፀም ክፍያው ተቆርጦ ሎክ አካውንት በማለት ያስቀምጣል በሌላ አማራጭ ከከፈሉ በኃላ ተመላሽ እንኳን አያደርግም,1,2024-04-22,Bank of Abyssinia,Google Play,negative
"By far the nicest looking app by an Ethiopian Bank. But it's functionality is weak. It is full of Transaction error, Function Error. Kudos, but it needs more backend work.",2,2024-04-22,Bank of Abyssinia,Google Play,negative
Very bad 👎,2,2024-04-22,Bank of Abyssinia,Google Play,negative
Not reliable always with some issues,1,2024-04-22,Bank of Abyssinia,Google Play,negative
Right one,1,2024-04-22,Bank of Abyssinia,Google Play,positive
"So BoA, your last application was horrible and buggy. And we thought ""finally!! a functional new app with better UI."" But It didn't last long, a non existent connection error at login.... Please just fix your app to the simplest functional form and it would be up to your other service standards.",1,2024-04-21,Bank of Abyssinia,Google Play,negative
"It has good backgroud and simple. But keeps saying no conectivty , login, Close immediately you made it porly not woriking on stable network!!!",1,2024-04-21,Bank of Abyssinia,Google Play,negative
"It was working fine a couple of days ago, in the utilities section of payment it only provides a few services but that is OK for now but my issue is it has started crashing down these past 2 days",2,2024-04-21,Bank of Abyssinia,Google Play,negative
"This app is awesome, I like the features",5,2024-04-21,Bank of Abyssinia,Google Play,positive
"The app is a total waste of time, it glitches, doesn't log in fast, super slow.",1,2024-04-21,Bank of Abyssinia,Google Play,negative
Very very bad app,1,2024-04-21,Bank of Abyssinia,Google Play,negative
Not work this app ...what is the problem,1,2024-04-20,Bank of Abyssinia,Google Play,negative
the new updated app exception handling for connection fluctuations is so exhausting which lead users to login repeated times.,1,2024-04-20,Bank of Abyssinia,Google Play,negative
"Some problem this app,",1,2024-04-20,Bank of Abyssinia,Google Play,negative
It keeps on crashing,1,2024-04-20,Bank of Abyssinia,Google Play,negative
poor performance,1,2024-04-20,Bank of Abyssinia,Google Play,negative
Hey no working,5,2024-04-19,Bank of Abyssinia,Google Play,negative
It's good app tnx for u new update it's very easy to using this app they add some future tnx Abyssinia bank,5,2024-04-18,Bank of Abyssinia,Google Play,positive
A lot of the app's features have been rearranged but sometimes it works sometimes it doesnt...and that makes it less reliable specially at times of need...pls improve it,2,2024-04-18,Bank of Abyssinia,Google Play,negative
Now am confused upgrade or downgrade 🤔,1,2024-04-17,Bank of Abyssinia,Google Play,negative
Wowww,5,2024-04-16,Bank of Abyssinia,Google Play,positive
wow good job BOA,5,2024-04-16,Bank of Abyssinia,Google Play,positive
Vary good app,5,2024-04-15,Bank of Abyssinia,Google Play,positive
Can you please just make it functional. I don't think anyone cares how good it looks if not a single functionality works. Plus it's not even aestheticaly nice. The loading animated icon has white irregular edges because the logo wasn't cut out correctly. The app doesn't work at all. It doesn't even login. It gets stuck on login just showing the logo animation and blames the issue on connectivity. Connectivity is fine and the proof is that this review is posted.,1,2024-04-15,Bank of Abyssinia,Google Play,negative
add receipt pdf like telebirr,5,2024-04-14,Bank of Abyssinia,Google Play,negative
በጣም ቀለል ያለ እና ምቹ ና አስተማማኝ ነው እርሶም ይጠቀሙበት !!!,1,2024-04-14,Bank of Abyssinia,Google Play,positive
The app is not showing my balance or any transaction it is like corrupted showing usd amounts,1,2024-04-13,Bank of Abyssinia,Google Play,negative
አሰ,1,2024-04-13,Bank of Abyssinia,Google Play,negative
Its good,5,2024-04-13,Bank of Abyssinia,Google Play,positive
❤,5,2024-04-13,Bank of Abyssinia,Google Play,negative
it's so slow app please fix it,2,2024-04-13,Bank of Abyssinia,Google Play,negative
It crash always,4,2024-04-13,Bank of Abyssinia,Google Play,negative
The most terrible mobel banking app in the world it is not working ones in a week,1,2024-04-13,Bank of Abyssinia,Google Play,negative
"Ultimately, the worst mobile banking experience ever left me feeling exasperated and disillusioned.Its a nightmare",1,2024-04-13,Bank of Abyssinia,Google Play,negative
"The updated version of this app is just time wasting. It doesn't work with 2G/3G network.require log in frequently,not fast as much as possible.automatic log out are the bad features of this app",1,2024-04-13,Bank of Abyssinia,Google Play,negative
Why u do that hh,2,2024-04-13,Bank of Abyssinia,Google Play,negative
Abissiniya bank one of the best for giving the future,5,2024-04-12,Bank of Abyssinia,Google Play,positive
This the best mobile banking App BOA mobile banking included all digital banking features and we can access the most companies and sectors with this App. Thanks for giving this services Keep going .,5,2024-04-12,Bank of Abyssinia,Google Play,positive
"This has to be your worst app ever, damm so many bugs and it lags so baddd. Please fix it",1,2024-04-12,Bank of Abyssinia,Google Play,negative
Simplify your life by using the Abyssinia app I like it because it is comfortable and safe,5,2024-04-11,Bank of Abyssinia,Google Play,positive
"General, when I considered from other banks, this bank is unique",4,2024-04-11,Bank of Abyssinia,Google Play,positive
Boa ... The best,5,2024-04-09,Bank of Abyssinia,Google Play,positive
wow its so attractive,5,2024-04-09,Bank of Abyssinia,Google Play,positive
Yet another useless app,1,2024-04-09,Bank of Abyssinia,Google Play,negative
Keep it up 1ygna bank,5,2024-04-09,Bank of Abyssinia,Google Play,positive
It's good!,4,2024-04-09,Bank of Abyssinia,Google Play,positive
oh,5,2024-04-08,Bank of Abyssinia,Google Play,positive
Great apps,5,2024-04-07,Bank of Abyssinia,Google Play,positive
It closes playing audio app when it is opened . What is the solution?,5,2024-04-06,Bank of Abyssinia,Google Play,negative
Mosisaborana,5,2024-04-05,Bank of Abyssinia,Google Play,negative
Mubarak,5,2024-04-03,Bank of Abyssinia,Google Play,negative
OTP should be inserted manually. not working on my phone,2,2024-04-02,Bank of Abyssinia,Google Play,negative
"my device is not auto inserting The OTP, So keyboard should be enabled on the apps OTP login to insert OTP Manually.",3,2024-04-02,Bank of Abyssinia,Google Play,negative
Nice app,5,2024-03-29,Bank of Abyssinia,Google Play,positive
Worse mobile banking ever 👎👎,1,2024-03-29,Bank of Abyssinia,Google Play,negative
What's wrong with app suddenly stoped to open?,1,2024-03-25,Bank of Abyssinia,Google Play,negative
Just use other banks if you want a good mobile app. CBE is 40X faster and safe than this app.,1,2024-03-23,Bank of Abyssinia,Google Play,negative
Worst app ever previous version was way better than this version after I activated my mobile banking app it says account not found but I'm their system my IB customer does work fine please fix your bugs and test it before you release it I have visit and report many branches and head quarter but they can't fix the problem,1,2024-03-23,Bank of Abyssinia,Google Play,negative
Wow! Thanks BoA,5,2024-03-22,Bank of Abyssinia,Google Play,positive
"The app doesnot allow to transfer from foreign currency accounts to local currency accounts , it says transaction not allowed , please check it and also it is difficult to activate the app from abroad countries since the otp doesn't reach by sms and it uses email, it doesn't allow manual otp input and the email hardly received , please review your app and make an update !!!",2,2024-03-22,Bank of Abyssinia,Google Play,negative
I have nothing against your service but your App!!!!??? When will it ever work? Why do you keep changing the interface whenever there is an update? The most unreadable annoying app.,1,2024-03-22,Bank of Abyssinia,Google Play,negative
Muhammaadamaan musxafaa,5,2024-03-21,Bank of Abyssinia,Google Play,negative
When writing amounts z app cannot insert deceimasl so that one cannot transact amounts involving cents !!! A finnacial app to be released without this feature being checked !!!,3,2024-03-20,Bank of Abyssinia,Google Play,negative
BOA mobile the best App,5,2024-03-20,Bank of Abyssinia,Google Play,positive
worst banking app i have ever used. Try to modify it,2,2024-03-19,Bank of Abyssinia,Google Play,negative
The application is extremely slow.,1,2024-03-16,Bank of Abyssinia,Google Play,negative
NICE APP,5,2024-03-15,Bank of Abyssinia,Google Play,positive
I couldn't transfer because of bug's its annoying for a bank app nots acceptable,1,2024-03-15,Bank of Abyssinia,Google Play,negative
"It was a very nice app and was exemplary to other banks, but I am experiencing difficulties in transfering transactions and thinking to leave Abyssinia? What would you advise me. ወጣ ወጣና ሆነእኮ ነገሩ።",5,2024-03-14,Bank of Abyssinia,Google Play,negative
This app is a good app,5,2024-03-14,Bank of Abyssinia,Google Play,positive
Poor,1,2024-03-13,Bank of Abyssinia,Google Play,negative
It's good Rate app,5,2024-03-12,Bank of Abyssinia,Google Play,positive
Very Good,5,2024-03-12,Bank of Abyssinia,Google Play,positive
Always there a problem with this app it says check your connection while connected 😞,1,2024-03-09,Bank of Abyssinia,Google Play,negative
It's bad,1,2024-03-09,Bank of Abyssinia,Google Play,negative
Berry good,5,2024-03-08,Bank of Abyssinia,Google Play,positive
Waw,1,2024-03-08,Bank of Abyssinia,Google Play,negative
It's not fast to use,3,2024-03-08,Bank of Abyssinia,Google Play,negative
A little faster than before . Thanks,5,2024-03-05,Bank of Abyssinia,Google Play,positive
Application,5,2024-03-05,Bank of Abyssinia,Google Play,positive
Toppen!!!,5,2024-03-04,Bank of Abyssinia,Google Play,positive
The worst mobile banking app like the previous one. How long it would take for BOA to develop a good app?????? Years or decades?,1,2024-03-04,Bank of Abyssinia,Google Play,negative
AoB,2,2024-03-04,Bank of Abyssinia,Google Play,negative
Awosome,5,2024-03-03,Bank of Abyssinia,Google Play,negative
Was good at first but now i couldn't reach my apollo account in the mobile banking app,1,2024-03-03,Bank of Abyssinia,Google Play,negative
I don't know why they roll out new updates without making sure it works! Why???? Do they need to update to a new staff? Perhaps pay for a better network?? Mindenew? I don't know there always a problem with this app.,1,2024-03-02,Bank of Abyssinia,Google Play,negative
Ayub Gebere,5,2024-03-02,Bank of Abyssinia,Google Play,positive
Always crashes,1,2024-03-02,Bank of Abyssinia,Google Play,negative
Best version of boa apps,1,2024-03-02,Bank of Abyssinia,Google Play,positive
"Its amazing and easy to use , but from these two past days it crashes and tells me ""there is not enough connectivity"" while my internet was good enough , and i can't open it anymore !! Fix this proplem ASAP.",5,2024-03-02,Bank of Abyssinia,Google Play,negative
After the recent update the application keeps crashing when I tried to open. Please fix.,1,2024-03-01,Bank of Abyssinia,Google Play,negative
The worse app I have ever seen.,1,2024-03-01,Bank of Abyssinia,Google Play,negative
An excellent app.,5,2024-03-01,Bank of Abyssinia,Google Play,positive
"The worst mobile banking app ever!!! I have tried to transfer 25,000 from my BOA account to my CBE and it still hasn't reached my CBE account yet. When I tried contacting customer support they just tell me it's a problem with the system. I have waited 48 hours and I still haven't received my money. Bank of Abyssinia the worst bank and system, I don't recommend this app or bank to anyone.",1,2024-03-01,Bank of Abyssinia,Google Play,negative
666⁸,4,2024-02-29,Bank of Abyssinia,Google Play,positive
i like this app,5,2024-02-29,Bank of Abyssinia,Google Play,positive
More interactive and easy to use mobile app👌,5,2024-02-29,Bank of Abyssinia,Google Play,positive
App,5,2024-02-28,Bank of Abyssinia,Google Play,positive
Not working,2,2024-02-28,Bank of Abyssinia,Google Play,negative
Thank you for wasting my time Abyssinia.,1,2024-02-26,Bank of Abyssinia,Google Play,negative
Overrated service and recently glitching service system not being able to withdraw funds.,1,2024-02-26,Bank of Abyssinia,Google Play,positive
😏,1,2024-02-25,Bank of Abyssinia,Google Play,negative
ስንታየሁ,5,2024-02-24,Bank of Abyssinia,Google Play,negative
Very Interesting,5,2024-02-24,Bank of Abyssinia,Google Play,positive
User friendly at it's best with the best security option.,5,2024-02-24,Bank of Abyssinia,Google Play,positive
"It's a quiet good and smoothly accessible app which allows users to transfer , Airtime Top-up, ATM withdrawal and Utilities payments.",5,2024-02-24,Bank of Abyssinia,Google Play,positive
This app is not efficient and can't be used for people outside Ethiopia. I am not able to enter back my OTP code into the App screen as it gets frozen and nothing can be done. Also the login screen forces to enter a local cell phone in Ethiopia and a PIN number. Those of us who live abroad are left out. The previous application with BoA Authenitcater was working efficiently and I was also able to login using my LapTop. I recommend the Application to use login user name & email instead of Ph#.,1,2024-02-23,Bank of Abyssinia,Google Play,negative
Worst application I ever used,1,2024-02-23,Bank of Abyssinia,Google Play,negative
Wow bank of Abyssinia great job I really like the updated version of Mobile banking specially it allows me to transfer 500000 birr,5,2024-02-23,Bank of Abyssinia,Google Play,positive
It is easy to use and very fast app,5,2024-02-23,Bank of Abyssinia,Google Play,positive
It is better than before and i like it,5,2024-02-22,Bank of Abyssinia,Google Play,positive
It good app,4,2024-02-22,Bank of Abyssinia,Google Play,positive
Abyssinian mobile banking the latest one,5,2024-02-22,Bank of Abyssinia,Google Play,positive
The receipt download option is very convenient.,5,2024-02-22,Bank of Abyssinia,Google Play,positive
I used to access my Apollo account through the app before the update but now i can't access my Apollo account through this app and for me this is a step taken backwards!!!!!,3,2024-02-22,Bank of Abyssinia,Google Play,negative
Denez boa,2,2024-02-21,Bank of Abyssinia,Google Play,positive
Welcome BoA mobile,5,2024-02-21,Bank of Abyssinia,Google Play,positive
It is very bad app. not friendly usable. needs extremely strong network. Can't be updated easily.,1,2024-02-21,Bank of Abyssinia,Google Play,negative
Definitly better than the privious version but this one crashes frequently and needed to put to sleep on andrioid version 9,2,2024-02-20,Bank of Abyssinia,Google Play,negative
"Its nice platform when i compare with the previous version! But, when i try to use mobile banking the app states use the updated one! As it orders, i updated BOA from playstore, when i try to use mobile banking on the following day the same thing-update from the playstore!!!!",5,2024-02-20,Bank of Abyssinia,Google Play,negative
Very Fast And attractive App,5,2024-02-20,Bank of Abyssinia,Google Play,positive
It's good app,5,2024-02-20,Bank of Abyssinia,Google Play,positive
The app got a better features and easy to use.,5,2024-02-20,Bank of Abyssinia,Google Play,positive
Thes is nise app,5,2024-02-19,Bank of Abyssinia,Google Play,negative
I have a great experience using this App,5,2024-02-19,Bank of Abyssinia,Google Play,positive
Best app but after the update the screenshot not working,4,2024-02-19,Bank of Abyssinia,Google Play,negative
It was good and more secured mb app but this new version apk i can't find it on play store will you tell me what i have too do ...please,5,2024-02-19,Bank of Abyssinia,Google Play,negative
"I have a fitayah account, a type of interest free account, and because their system is unable to process anything for people like me I can't see any of my accounts in the account list on any transaction, although I can see it when performing security actions or checking my balance, as such this app is as useless to me as the previous one. Unbelievable",1,2024-02-18,Bank of Abyssinia,Google Play,negative
ግሞች ደህና የነበረውን አግማሙት ኤጭ,1,2024-02-18,Bank of Abyssinia,Google Play,negative
በጣም የሞተና የወረደ አፕ ነው,1,2024-02-17,Bank of Abyssinia,Google Play,negative
Noting! Mnm ayseram,1,2024-02-17,Bank of Abyssinia,Google Play,negative
It doesnt send birr immediately to anything,1,2024-02-17,Bank of Abyssinia,Google Play,negative
So this updated version is so much better and faster but it doesn't open unless it's directly opened from play store. fix this issue I'd give it 5 if it wasn't for this,3,2024-02-16,Bank of Abyssinia,Google Play,negative
